crash_rate,episodes,final_both_legs_contact_rate,lambda,mean_discounted_task_return,mean_discounted_variation,mean_final_distance_to_pad,mean_final_speed,mean_task_return,mean_variation,out_of_bounds_rate,success_rate,truncated_rate
0.08,150,0.7333333333333333,0.0,31.973189946767402,0.204080423679804,0.26373278715296145,0.03936433571968422,131.34364992676743,1.9710385678631486,0.06666666666666667,0.64,0.21333333333333335
0.04,150,0.6266666666666667,15.0,31.307654789742955,0.19131808561732672,0.23547961652343,0.042588855888802575,109.48459824440123,1.72374431001296,0.06,0.56,0.34
0.04666666666666667,150,0.6666666666666666,30.0,32.47405989224107,0.1847781851205453,0.22310805255387733,0.04113156606651894,117.23295394240905,1.5523308283816877,0.06,0.5933333333333334,0.3
0.05333333333333334,150,0.7133333333333334,50.0,31.756697457761195,0.1804245960124671,0.2454473289698774,0.03938153111353383,133.47652616534228,1.5066157392096036,0.06666666666666667,0.64,0.24
0.04666666666666667,150,0.7333333333333333,100.0,31.8881019216757,0.17134551757109914,0.2026646110495593,0.04097847401285794,130.70117682350002,1.3164699361874412,0.06,0.66,0.23333333333333334
0.04,150,0.6533333333333333,200.0,31.851300332948316,0.16566413347548667,0.22231638416097127,0.04353692643498985,113.07585365284329,1.3444351175740925,0.06666666666666667,0.5733333333333334,0.32
0.02666666666666667,150,0.5533333333333333,500.0,30.930295649532265,0.16532304863161026,0.2257737016177253,0.04666912957163392,90.94759972886224,1.3165531514718165,0.06666666666666667,0.4533333333333333,0.4533333333333333
0.03333333333333333,150,0.6333333333333333,1000.0,31.098438432350566,0.16408590215866728,0.23374160758010262,0.04386893676769719,114.16834549710164,1.2464996415330505,0.07333333333333333,0.6,0.29333333333333333
