approx_kl,eval_crash_rate,eval_episodes,eval_landing_candidate_rate,eval_mean_both_legs_contact_fraction,eval_mean_discounted_task_return,eval_mean_discounted_train_return,eval_mean_discounted_variation,eval_mean_ever_both_legs_contact,eval_mean_final_abs_x,eval_mean_final_both_legs_contact,eval_mean_final_distance_to_pad,eval_mean_final_lander_awake,eval_mean_final_m_power,eval_mean_final_main_cmd,eval_mean_final_speed,eval_mean_final_theta_abs,eval_mean_final_theta_variation,eval_mean_final_y,eval_mean_last50_m_power,eval_mean_length,eval_mean_low_velocity_fraction,eval_mean_m_power,eval_mean_mean_distance_to_pad,eval_mean_min_abs_x,eval_mean_min_distance_to_pad,eval_mean_near_pad_fraction_0p1,eval_mean_near_pad_fraction_0p2,eval_mean_positive_main_fraction,eval_mean_speed,eval_mean_task_return,eval_mean_theta_abs,eval_mean_theta_variation_step,eval_mean_train_return,eval_mean_variation,eval_out_of_bounds_rate,eval_success_rate,global_step,mean_rollout_task_return,mean_rollout_train_return,mean_rollout_variation,rollout_success_rate,std_main,std_theta,update
0.009188922122120857,0.16,50,0.44,0.12162421130651908,39.09399639259462,-57.54002478617621,0.18930097866380635,0.8,0.22806036400143057,0.68,0.2310255067515849,0.48,0.15687206379603594,-0.025745081063359977,0.01813554332494836,0.018752360742841177,0.0035162704276661795,-0.017127269569173223,0.22087166122247,665.08,0.2815451265421009,0.4764142854591715,0.5201334123219111,0.007722829808217284,0.20103730909669593,0.09349559036054393,0.25387158971111407,0.8333224381896593,0.16522391391646202,127.33430724967313,0.029833380184490218,0.0027066456036667036,-947.4260229390221,2.122917460377389,0.0,0.52,32768,49.50065120783094,-5678.73650611662,11.423303203537792,0.0,0.06,0.03,1
0.00431839469820261,0.12,50,0.42,0.11104532985525088,38.824522101373184,-55.5355884616101,0.18475019079266677,0.82,0.20241794511675834,0.68,0.20474871541179507,0.44,0.18029700274928473,-0.016305784147698434,0.013808378690388852,0.01706766728499011,0.0027800463574483626,-0.00995582250165171,0.22725004255204695,677.9,0.28113832517312826,0.48749859315662014,0.5023263202669687,0.00751951976247085,0.18044439820769897,0.09513200801357545,0.28724426574587936,0.8516695582457261,0.160995902456275,132.56221783698365,0.02887108760849567,0.002483935298541021,-823.2588073505195,1.8845260503750063,0.0,0.56,65536,58.643054364111066,-5185.1362738482885,10.455081733347876,0.02564102564102564,0.057272727272727274,0.028636363636363637,2
0.0038688015192747116,0.1,50,0.48,0.12630574074742915,38.68051129211929,-54.113430719242494,0.18161381846600752,0.84,0.1930375825613737,0.68,0.19526056460363392,0.5,0.16977597620338203,-0.017769866259768605,0.011391953801644483,0.015105471480903248,0.0022678165175528215,-0.007839280023545144,0.21996433827636647,712.02,0.2999883757986818,0.48042945530427317,0.48574560353962726,0.0076654109739774864,0.17171273558481737,0.1253097644355507,0.3170666761814611,0.8389118931041234,0.1543333757282601,127.63170084311668,0.028232666627501277,0.002537976432817933,-911.22063860666,2.0492238788995545,0.0,0.5,98304,61.02467997200948,-5436.546832931577,10.957927890672039,0.0,0.05454545454545454,0.02727272727272727,3
0.006033400539308786,0.1,50,0.5,0.09727900180996352,38.33275742125307,-53.63765104920255,0.17996359894195874,0.82,0.17695994418114425,0.72,0.17901797865190308,0.4,0.161308608710533,-0.0149152882094495,0.011728444934677076,0.014918351651055695,0.0023730486553572446,-0.005830898369677016,0.24684086362676463,686.14,0.2705864913334322,0.5004372696499995,0.4966686029300331,0.007680833807665976,0.16283994379126085,0.11033452105703356,0.2980331884799665,0.8735457249422393,0.1575654043378622,138.0662551532922,0.028288542721087367,0.0023528819923402896,-779.6767632596533,1.8080404368258918,0.0,0.6,131072,62.93494548589228,-5152.638855358718,10.393263965325584,0.0,0.05181818181818182,0.02590909090909091,4
0.0057111564092338085,0.08,50,0.5,0.07614954019644267,38.24862534185588,-51.8962767748595,0.17631308333230383,0.84,0.16674128407612443,0.74,0.1685323472173288,0.34,0.1405835785146337,-0.016937636996153742,0.009812028405170991,0.015371954534871448,0.000782710410166817,-0.00365520219267637,0.24318312955682633,661.98,0.23659539180203049,0.5167520901647145,0.504825238412054,0.007697591764408571,0.15477273471048422,0.10605279575405613,0.2958021956222829,0.8998641279242249,0.16290224122270405,146.18329788675172,0.02878581681212845,0.0018967365981285111,-533.1309391159483,1.3321492740053997,0.0,0.66,163840,56.73356331370904,-4725.879310204303,9.527760882171158,0.0,0.04909090909090909,0.024545454545454544,5
0.005657869391143322,0.08,50,0.48,0.0772185784904447,37.89839654720289,-51.08690257544912,0.1739901550524146,0.84,0.15539317133836447,0.68,0.15743975135507843,0.4,0.15925700501538814,-0.019002607744187116,0.00902862784589673,0.014435964096090471,0.0009497625891320313,-0.0027024418857763523,0.2646035874260299,698.64,0.25583270306336553,0.5162945756293247,0.49037005041602,0.007091209410123156,0.14365445478907285,0.1075295275927315,0.3139733176320615,0.8991692840015405,0.1552117123575171,136.3505310627942,0.0280732713521644,0.0021162358571093698,-695.2421947953035,1.635239851716196,0.0,0.6,196608,68.59351251134802,-4627.66265217378,9.353639602097529,0.0,0.046363636363636364,0.023181818181818182,6
0.008236156776547432,0.08,50,0.52,0.07593235672029879,37.88078006411621,-50.26071061159664,0.17230257332195809,0.82,0.1597171375155449,0.7,0.16161877869402463,0.36,0.14028816770762206,-0.015119942068122328,0.0085298808161219,0.014851063425907219,0.001767817758407079,-0.0035537104981267476,0.24023389598432698,682.16,0.24595198262732926,0.515622935474984,0.49720272011678174,0.007367418243287887,0.1462152961969254,0.10693957916476368,0.30060161664500706,0.897727318612253,0.15763554223204643,142.18990415952655,0.028506269639527487,0.002062625894770107,-637.2977782530284,1.5316889648251097,0.0,0.64,229376,70.08316825442077,-3844.1191119276295,7.792042274649814,0.14285714285714285,0.04363636363636364,0.02181818181818182,7
0.005153254605829716,0.1,50,0.54,0.07572016377581532,37.77487094188225,-49.07287928043915,0.16971421142179063,0.86,0.1576229004515335,0.7,0.15953316258148392,0.4,0.16225798623403534,-0.008402912835590541,0.009022826891875833,0.014280640223815038,0.002007841190454392,-0.003564892318972852,0.2642855923824885,696.3,0.25171862994818833,0.5181031126908333,0.49136034457416394,0.007432872755030076,0.14402530775997857,0.10906096256528043,0.30687655599550195,0.9023873918869194,0.15400787525728096,133.3558565012195,0.028157533482401232,0.0020160930361930248,-636.4523033389362,1.5117643196803114,0.0,0.6,262144,108.33464224340166,-3362.0101518225124,6.905528507050746,0.2702702702702703,0.04090909090909091,0.020454545454545454,8
0.0043848175555467606,0.08,50,0.58,0.07230988695132368,37.68148827861151,-47.910513648444564,0.16720067694068136,0.86,0.14552356651052833,0.76,0.1472939527858558,0.34,0.11739597393199802,-0.01984349627047777,0.006179304114104786,0.013169243636555977,0.0012973057739673521,-0.0044970829540579875,0.26919164695451037,692.96,0.24383369237077696,0.5218351546391878,0.4865841361877245,0.0074232959130768,0.1332278740963457,0.11459628337143148,0.3154440632806406,0.907881653939034,0.15343053843690707,143.6413253592598,0.02783363612637643,0.0018409017682797088,-548.5993448919228,1.356762940502365,0.0,0.66,294912,90.31627652243526,-3135.69323457117,6.4165974005655855,0.1891891891891892,0.03818181818181818,0.01909090909090909,9
0.006965124048292637,0.08,50,0.6,0.06925632559794233,37.53770104522614,-47.77432617748396,0.16663841004561322,0.86,0.1427853294275701,0.8,0.1445851647040437,0.34,0.12857349723111838,-0.015926664276048542,0.00547151494782,0.012457734280732203,0.0013686329399761484,-0.004488996509608114,0.2599456204210408,701.4,0.2503613878383749,0.5233904761142285,0.4836370739582195,0.0072677878739159495,0.13086806479925056,0.12099664692539162,0.3258097300578705,0.910678269777305,0.15143995748182393,142.78736177621818,0.027633430184355018,0.0016791013082052685,-485.34486871675733,1.228208460985951,0.0,0.66,327680,98.1404119160403,-2885.786746481847,5.932511158901038,0.2631578947368421,0.03545454545454545,0.017727272727272723,10
0.0037458862643688917,0.06,50,0.64,0.05675980701821339,37.33437829165717,-47.40408310071042,0.16549104228067485,0.88,0.13265826790127902,0.78,0.13433869651423888,0.28,0.11849604163318872,-0.020346112623810766,0.005463529100613584,0.012623590634902386,0.0006927038657567742,-0.002609882680699229,0.28708580196869443,711.62,0.24751405337059307,0.5323770039107715,0.4796317016970658,0.00726086803688986,0.12231021814308266,0.12966956948101857,0.33177289383497316,0.9250891192220965,0.14893811613118246,147.82338251152558,0.02739577090962126,0.0015531332013036406,-438.3862024398552,1.1439543699027614,0.0,0.72,360448,124.4245627478391,-2422.881407602549,5.061062940700776,0.5,0.03272727272727273,0.016363636363636365,11
0.013381658121943474,0.06,50,0.66,0.04812805294699289,37.042622145308016,-47.529621013285,0.16515675953995793,0.9,0.12631336961640044,0.8,0.12810354378752362,0.3,0.13018654014449565,-0.018089487189427017,0.007177050432594234,0.012549893789488523,0.0009235445250571245,-0.0026737401614195734,0.2986753379829926,725.68,0.24570624293649934,0.537731750034855,0.4756128191046687,0.007296329430828336,0.11501375471872802,0.14257721505100146,0.341056303601572,0.9345891631844937,0.1466221485447885,143.13525437753955,0.02734946003159796,0.001546420185550608,-450.87617944875564,1.1589956676525905,0.0,0.7,393216,133.83761959728113,-2007.903050234728,4.253144754298163,0.6097560975609756,0.03,0.015,12
