episode,reset_seed,task_return,train_return,variation,length,success,crash,out_of_bounds,discounted_task_return,discounted_variation,discounted_train_return,min_distance_to_pad,mean_distance_to_pad,final_distance_to_pad,mean_speed,final_speed,min_abs_x,final_abs_x,final_y,near_pad_fraction_0p2,near_pad_fraction_0p1,final_m_power,mean_m_power,last50_mean_m_power,final_main_cmd,positive_main_fraction,final_theta_abs,mean_theta_abs,final_theta_variation,mean_theta_variation,final_both_legs_contact,both_legs_contact_fraction,ever_both_legs_contact,low_velocity_fraction,final_lander_awake,landing_candidate
0,464507548,160.11410400378517,146.954104003785,1.052677152345567,658,True,False,False,7.359567168549185,0.1489187900058377,5.362252439049642,0.006914401436676347,0.44856243664747947,0.006941438578260365,0.11451822283631367,0.0,3.223419116693549e-05,0.006906986236572266,0.00069073197664693,0.3723404255319149,0.2857142857142857,0.0,0.5405025630984116,0.26970244720578196,-0.05632088705897331,0.9468085106382979,0.006549752117434033,0.012744438692101524,2.600743251833515e-09,0.0015998133014370325,1.0,0.0425531914893617,1.0,0.22036474164133737,0.0,1.0
1,172674724,196.99620161615306,183.39620161615372,1.1189785564524766,680,True,False,False,69.1900857983114,0.1893367502039142,67.19223839328586,0.10349423164875077,0.32991215810326147,0.10349470848077245,0.10774014898418613,0.0,0.1034931167960167,0.1034935936331749,0.00048037528176791966,0.5441176470588235,0.0,0.0,0.5516727573457448,0.1841908370703459,-0.05726519227027893,0.95,0.01249432688458008,0.008970864292950449,5.20148650366703e-09,0.0016455567006654083,1.0,0.051470588235294115,1.0,0.4764705882352941,0.0,0.0
2,163903425,241.98453195240577,232.66453195240587,0.8399593261053864,466,True,False,False,30.162634413872013,0.18971088334023362,28.18112840641252,0.055852276846637454,0.5957025206488392,0.05585599856769836,0.24849400583983072,0.0,0.0020301819313317537,0.055855847895145416,-0.00012973784760106355,0.2553648068669528,0.16738197424892703,0.0,0.45987333469277714,0.11182445276528596,-0.05676380917429924,0.7854077253218884,0.009950721961796683,0.038052770811331224,5.20148650366703e-09,0.0018024878242604858,1.0,0.15236051502145923,1.0,0.07939914163090128,0.0,1.0
3,1019325551,-107.632054305356,-108.632054305356,0.2083988155449384,50,False,False,True,-70.54471649571552,0.19895172672005224,-71.33470436144043,1.5775918606542325,1.6954976212660013,1.754460674027098,0.6952438215195115,0.5569680293691756,0.6701470017433167,1.004428505897522,1.4384907484054565,0.0,0.0,0.5888097211718559,0.3993395804055035,0.3993395804055035,0.17761944234371185,0.72,0.11819130764014976,0.12468512739298268,0.0014606502311513836,0.004167976310898767,0.0,0.0,0.0,0.0,1.0,0.0
4,1629015762,223.333883389458,212.21388338945857,0.9277893011528965,556,True,False,False,38.26447466480738,0.1976731155686873,36.27195977489103,0.008397912384982676,0.5341297480370701,0.008425092523407325,0.14780968811877582,0.0,0.008397484198212624,0.008424663916230202,8.498191891703755e-05,0.30035971223021585,0.15827338129496402,0.0,0.5274797165766358,0.275856144442223,-0.05617349222302437,0.9064748201438849,0.006487038444840382,0.019072017355535997,7.802229756367907e-09,0.0016686857934404607,1.0,0.05575539568345324,1.0,0.07733812949640288,0.0,1.0
5,1449951718,214.83105415478354,202.75105415478396,0.9347174499133393,604,True,False,False,49.13279841951839,0.1519948064585923,47.137418904176805,0.06331835073442996,0.5046856344744891,0.06452746681025105,0.16304940272864282,0.0,0.06166810914874077,0.06451892852783203,0.0010496830800548196,0.29635761589403975,0.15066225165562913,0.0,0.5611896439029879,0.2986378941684961,-0.05568036437034607,0.9602649006622517,0.0034458105591425345,0.010082015141984963,5.201486504100711e-09,0.0015475454468763894,1.0,0.041390728476821195,1.0,0.11258278145695365,0.0,1.0
6,1892108963,-64.87426876276731,-66.35426876276732,0.16570912869543042,74,False,False,True,-23.882003464537327,0.14693174225715974,-24.9313233805259,1.3754597962573867,1.4673214028477402,1.3754597962573867,0.39340072030967776,0.2475879227838301,0.7975084185600281,1.0008180141448975,0.9435321688652039,0.0,0.0,0.5667570307850838,0.6086613933580953,0.5918927617371083,0.13351406157016754,1.0,0.06897979935536283,0.08195882697069491,0.0012271555019840868,0.002239312549938249,0.0,0.0,0.0,0.0,1.0,0.0
7,1353470719,44.38233414250427,24.382334142505083,3.5897448013776514,1000,False,False,False,51.427331716777196,0.20626192616847938,49.427418059271936,0.14628677711000615,0.3532998166465426,0.15139899768415693,0.11927894964733317,0.02190131896464747,0.00041522979154251516,0.15139684081077576,0.0008081412524916232,0.586,0.0,0.5422434918582439,0.5264766839160584,0.5448108090460301,0.08448698371648788,0.932,0.013896711364284602,0.024064992652224296,0.0031433499706037035,0.003589744801377653,0.0,0.064,1.0,0.518,1.0,0.0
8,676069518,207.35396281685667,196.91396281685718,0.8808276652357533,522,True,False,False,28.41758650302719,0.14445428143479466,26.42812070341687,0.020037211833474435,0.5163649280319187,0.020057595233646402,0.1527438052152012,0.0,0.020029354840517044,0.02005586586892605,-0.00026338337920606136,0.28735632183908044,0.1743295019157088,0.0,0.5184737694239194,0.1707497417833656,-0.056401386857032776,0.9003831417624522,0.008028997662837439,0.016749334972474293,5.201486505401753e-09,0.0016874093203750051,1.0,0.06896551724137931,1.0,0.06896551724137931,0.0,1.0
9,1315085260,192.76276423409576,179.66276423409604,1.0875099767226772,655,True,False,False,29.781852282503664,0.2181236054546354,27.78461974954265,0.010525965944169215,0.49180704390050484,0.010553580364779004,0.14032781917076195,0.0,0.010442733764648438,0.010470581240952015,0.0013209795579314232,0.33587786259541985,0.23511450381679388,0.0,0.5522274557529515,0.2543029434978962,-0.056417111307382584,0.9572519083969465,0.006338245372091026,0.023642217319254068,2.600743251833515e-09,0.0016603205751491257,1.0,0.044274809160305344,1.0,0.10229007633587786,0.0,1.0
10,1377954153,198.31528153768738,189.6952815376875,0.6003340903626438,431,True,False,False,18.90870639785991,0.13418433840287194,16.934996899160872,0.13080441565715928,0.5994239968564645,0.1308047942418466,0.17759559363811375,0.0,0.13080330193042755,0.1308036744594574,0.0005412435275502503,0.21577726218097448,0.0,0.0,0.518622640640261,0.0986292215064168,-0.05746673420071602,0.8932714617169374,0.013954321728431956,0.008379656035179489,0.0,0.0013928865205629776,1.0,0.10208816705336426,1.0,0.08584686774941995,0.0,0.0
